text,emotion,field
I find spectroscopy incredibly tedious. It is just rote repetition.,Bored,Chemistry
Why do we need to memorize these eigenvalues and eigenvectors formulas? It feels so pointless.,Bored,Mathematics
Are there any advanced applications of recursion in modern industry?,Curious,Computer Science
I feel confident about my grasp of behavior modification ahead of the midterm.,Confident,Psychology
What is the mathematical connection between action potentials and other fields?,Curious,Biology
How do researchers solve the open problems in post-colonial literature?,Curious,Literature
I'm interested in working on a research project related to thermochemistry.,Curious,Chemistry
Another lecture on homeostasis? I'd rather do anything else right now.,Bored,Biology
I'm really struggling to grasp the core concept of special relativity.,Confused,Physics
The test on natural selection was a breeze. I got a perfect score!,Confident,Biology
I am stuck on this memory allocation question. The instructions are very unclear.,Confused,Computer Science
"My solution for the consumer psychology problem is clean, efficient, and working perfectly.",Confident,Business
I feel like throwing my laptop out the window. geometric proofs is so annoying.,Frustrated,Mathematics
The lecture on structural load calculations went way too fast. I have no idea what's going on.,Confused,Engineering
I find material strength incredibly tedious. It is just rote repetition.,Bored,Engineering
I'm really struggling to grasp the core concept of cost-benefit analysis.,Confused,Business
I don't understand the difference between these two algorithms in pointer references.,Confused,Computer Science
I've mastered the core concepts of symbolism. Bring on the advanced stuff!,Confident,Literature
This error message in photosynthesis pathways is completely useless. I am stuck.,Frustrated,Biology
How do researchers solve the open problems in cost-benefit analysis?,Curious,Business
Are there any advanced applications of Schrodinger equation in modern industry?,Curious,Physics
This assignment on DNA replication was simple. I finished it in ten minutes.,Confident,Biology
Why do we need to memorize these DNA replication formulas? It feels so pointless.,Bored,Biology
I'm curious to see what happens if we change the parameters in projectile motion.,Curious,Physics
This is an interesting perspective on material strength. How does it compare to others?,Curious,Engineering
I want to explore the history and development of differential equations theories.,Curious,Mathematics
Can we apply backpropagation concepts to solve this other problem?,Curious,Computer Science
I am so frustrated with signal processing. Nothing is working the way it should.,Frustrated,Engineering
"My solution for the gradient descent problem is clean, efficient, and working perfectly.",Confident,Computer Science
Why do we need to memorize these circuit diagrams formulas? It feels so pointless.,Bored,Physics
How do researchers solve the open problems in character development?,Curious,Literature
This assignment on narrative voices was simple. I finished it in ten minutes.,Confident,Literature
How does thermodynamic cycles scale to real-world datasets? I'd love to know more.,Curious,Engineering
The test on thermochemistry was a breeze. I got a perfect score!,Confident,Chemistry
This lecture on linear transformations was fascinating! Where can I read more about it?,Curious,Mathematics
I don't understand the difference between these two algorithms in recursion.,Confused,Computer Science
Are there any advanced applications of mitosis and meiosis in modern industry?,Curious,Biology
I've been trying to solve this classical conditioning bug for hours and it's still failing!,Frustrated,Psychology
I've spent the whole weekend on thematic analysis and made absolutely zero progress.,Frustrated,Literature
I've spent the whole weekend on memory allocation and made absolutely zero progress.,Frustrated,Computer Science
The test on eigenvalues and eigenvectors was a breeze. I got a perfect score!,Confident,Mathematics
I feel like throwing my laptop out the window. nuclear fission is so annoying.,Frustrated,Physics
I don't understand the difference between these two algorithms in matrix multiplication.,Confused,Mathematics
I fully understand symbolism now and completed all the exercises easily!,Confident,Literature
This compiler error in social movements is driving me crazy! It makes no sense.,Frustrated,History
How do researchers solve the open problems in Docker containers?,Curious,Computer Science
I don't understand the difference between these two algorithms in acid-base titration.,Confused,Chemistry
